X1,state,week_end_date,week_start_date,baseline_all_cause,baseline_all_cause_lower,baseline_all_cause_upper,all_cause_deaths,excess_all_cause_deaths,covid19.nchs,year,week,day,baseline_pi,baseline_pi_lower,baseline_pi_upper,pneumonia_influenza_covid,excess_pneumonia_influenza_covid,pic.denom,date,testN,covid.track.death,pop2019,test.week.per.capita,week_end,lag,quantile_rank,type_of_order,restrictions,Last checked,restriction_type,adjusted_expected,adjusted_expected_minus_covid
1675,DC,2020-03-07,2020-03-01,124,102,148,118,-6,0,2020,10,1,9,3,16,14,5,118.5,2020-03-01,2,0,705749,0.0028338686983616,2020-03-07,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,-6,-6
1676,DC,2020-03-14,2020-03-08,123,100.975,146,112,-11,0,2020,11,1,8,3,14,5,-3,112.5,2020-03-08,51,0,705749,0.0722636518082208,2020-03-14,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,-11,-11
1677,DC,2020-03-21,2020-03-15,121,99,145,126,5,1,2020,12,1,9,3,16,10,1,126.5,2020-03-15,524,1,705749,0.742473598970739,2020-03-21,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,5,4
1678,DC,2020-03-28,2020-03-22,120,99,143,125,5,2,2020,13,1,9,3,15.0249999999996,21,12,125.5,2020-03-22,1932,3,705749,2.7375171626173,2020-03-28,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,5,3
1679,DC,2020-04-04,2020-03-29,118,97,141,153,35,25,2020,14,1,10,4.97500000000002,18,37,27,153.5,2020-03-29,3923,17,705749,5.55863345183628,2020-04-04,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,35,10
1680,DC,2020-04-11,2020-04-05,116,95,139,176,60,34,2020,15,1,12,5,20,46,34,176.5,2020-04-05,3601,26,705749,5.10238059140006,2020-04-11,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,60,26
1681,DC,2020-04-18,2020-04-12,112,92,135,185,73,51,2020,16,1,12,6,20.0249999999996,61,49,185.5,2020-04-12,3229,44,705749,4.5752810135048,2020-04-18,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,73,22
1682,DC,2020-04-25,2020-04-19,107,87,128.025,199,92,66,2020,17,1,13,6,22,75,62,199.5,2020-04-19,4034,74,705749,5.71591316459534,2020-04-25,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,92,26
1683,DC,2020-05-02,2020-04-26,99,80,120,164,65,51,2020,18,1,11,5,18,57,46,164.5,2020-04-26,4702,75,705749,6.66242530984812,2020-05-02,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,65,14
1684,DC,2020-05-09,2020-05-03,85,67,105,121,36,44,2020,19,1,8,3,15,50,42,121.5,2020-05-03,6179,71,705749,8.75523734358816,2020-05-09,0.819974307662643,1,Districtwide stay-at-home order,moderate,5/13/20,moderate,36,-8
1907,DE,2020-01-04,2019-12-29,191,164,219,197,6,0,2020,1,1,10,5,17,7,-3,197.5,,,,,,,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,6,6
1908,DE,2020-01-11,2020-01-05,191,164,220,191,0,0,2020,2,1,10,4,17,8,-2,191.5,,,,,,,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,0,0
1909,DE,2020-01-18,2020-01-12,191,164,219,189,-2,0,2020,3,1,10,5,18,12,2,189.5,,,,,,,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,-2,-2
1910,DE,2020-01-25,2020-01-19,189,163,218,185,-4,0,2020,4,1,11,5,18,10,-1,185.5,,,,,,,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,-4,-4
1911,DE,2020-02-01,2020-01-26,186,160,214,178,-8,0,2020,5,1,11,5,18,14,3,178.5,,,,,,,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,-8,-8
1912,DE,2020-02-08,2020-02-02,186,159,215,186,0,0,2020,6,1,11.5,5,19,7,-4.5,186.5,,,,,,,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,0,0
1913,DE,2020-02-15,2020-02-09,185,158,213,201,16,0,2020,7,1,13,6,21,7,-6,201.5,,,,,,,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,16,16
1914,DE,2020-02-22,2020-02-16,183,156,211,189,6,0,2020,8,1,12,6,20,14,2,189.5,,,,,,,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,6,6
1915,DE,2020-02-29,2020-02-23,181,155,209,162,-19,0,2020,9,1,10,4,18,9,-1,162.5,,,,,,,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,-19,-19
1916,DE,2020-03-07,2020-03-01,179,152,206,192,13,0,2020,10,1,12,6,20,15,3,192.5,2020-03-01,0,0,973764,0,2020-03-07,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,13,13
1917,DE,2020-03-14,2020-03-08,176,150,203,184,8,0,2020,11,1,11,5,19,12,1,184.5,2020-03-08,32,0,973764,0.0328621719430991,2020-03-14,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,8,8
1918,DE,2020-03-21,2020-03-15,173,147,200,214,41,0,2020,12,1,13,6,21,18,5,214.5,2020-03-15,39,0,973764,0.0400507720556521,2020-03-21,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,41,41
1919,DE,2020-03-28,2020-03-22,167,142,195,180,13,6,2020,13,1,10,4,17,19,9,180.5,2020-03-22,169,3,973764,0.173553345574492,2020-03-28,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,13,7
1920,DE,2020-04-04,2020-03-29,162,137,188,202,40,5,2020,14,1,11,5,18,23,12,202.5,2020-03-29,6217,11,973764,6.38450384282023,2020-04-04,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,40,35
1921,DE,2020-04-11,2020-04-05,151,127,177,200,49,21,2020,15,1,10,5,17.0249999999996,30,20,200.5,2020-04-05,4636,19,973764,4.76090716025649,2020-04-11,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,49,28
1922,DE,2020-04-18,2020-04-12,134,110,158,186,52,32,2020,16,1,9,4,16,37,28,186.5,2020-04-12,2914,28,973764,2.99251153256847,2020-04-18,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,52,20
1923,DE,2020-04-25,2020-04-19,116,95,139,215,99,54,2020,17,1,10,4,17,62,52,215.5,2020-04-19,3681,51,973764,3.78017671632962,2020-04-25,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,99,45
1924,DE,2020-05-02,2020-04-26,105,85,127,184,79,59,2020,18,1,8,3,15,67,59,184.5,2020-04-26,5414,56,973764,5.55986871562309,2020-05-02,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,79,20
1925,DE,2020-05-09,2020-05-03,90,72,109,179,89,44,2020,19,1,8,3,14,49,41,179.5,2020-05-03,6184,53,973764,6.35061472800391,2020-05-09,0.580254970543565,1,Statewide shelter-in-place order,major,5/13/20,major,89,45
2148,FL,2020-01-04,2019-12-29,4378,4243,4511,4342,-36,0,2020,1,1,283,249,318,282,-1,4342.5,,,,,,,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,-36,-36
2149,FL,2020-01-11,2020-01-05,4362,4230,4496,4407,45,0,2020,2,1,281,247,315,295,14,4407.5,,,,,,,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,45,45
2150,FL,2020-01-18,2020-01-12,4387,4254.975,4522,4383,-4,0,2020,3,1,281,248,315,294,13,4383.5,,,,,,,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,-4,-4
2151,FL,2020-01-25,2020-01-19,4416,4282,4551,4390,-26,0,2020,4,1,284,251,319,281,-3,4390.5,,,,,,,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,-26,-26
2152,FL,2020-02-01,2020-01-26,4441,4309,4576,4420,-21,0,2020,5,1,288,255,323,280,-8,4420.5,,,,,,,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,-21,-21
2153,FL,2020-02-08,2020-02-02,4468,4331.975,4601.025,4384,-84,0,2020,6,1,290,255,324,320,30,4384.5,,,,,,,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,-84,-84
2154,FL,2020-02-15,2020-02-09,4472,4336,4611,4358,-114,0,2020,7,1,287,254,323,299,12,4358.5,,,,,,,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,-114,-114
2155,FL,2020-02-22,2020-02-16,4432,4296,4566,4412,-20,0,2020,8,1,283,248,318,305,22,4412.5,,,,,,,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,-20,-20
2156,FL,2020-02-29,2020-02-23,4404,4267,4542,4397,-7,0,2020,9,1,278,243,313,300,22,4397.5,,,,,,,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,-7,-7
2157,FL,2020-03-07,2020-03-01,4375,4242,4510,4520,145,30,2020,10,1,281,247,316,293,12,4520.5,2020-03-01,88,0,21477737,0.00409726592703877,2020-03-07,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,145,115
2158,FL,2020-03-14,2020-03-08,4339,4204,4470,4435,96,25,2020,11,1,270,237,305,330,60,4435.5,2020-03-08,441,3,21477737,0.0205328894752739,2020-03-14,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,96,71
2159,FL,2020-03-21,2020-03-15,4295,4162,4429.025,4360,65,17,2020,12,1,260,228,293,389,129,4360.5,2020-03-15,6682,9,21477737,0.311112851414467,2020-03-21,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,65,48
2160,FL,2020-03-28,2020-03-22,4249,4112,4380,4460,211,92,2020,13,1,260,227,294,429,169,4460.5,2020-03-22,31892,42,21477737,1.48488641983092,2020-03-28,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,211,119
2161,FL,2020-04-04,2020-03-29,4196,4065,4327.025,4491,295,217,2020,14,1,255,223,290,569,314,4491.5,2020-03-29,62938,137,21477737,2.93038321495416,2020-04-04,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,295,78
2162,FL,2020-04-11,2020-04-05,4147,4018,4277,4537,390,299,2020,15,1,252,220,286,583,331,4537.5,2020-04-05,70866,247,21477737,3.29950962710829,2020-04-11,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,390,91
2163,FL,2020-04-18,2020-04-12,4099,3968,4231,4405,306,304,2020,16,1,240,209,273,591,351,4405.5,2020-04-12,73594,316,21477737,3.4265248708465,2020-04-18,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,306,2
2164,FL,2020-04-25,2020-04-19,4045,3918,4175,4536,491,316,2020,17,1,242,211,275,589,347,4536.5,2020-04-19,86572,321,21477737,4.03077847540455,2020-04-25,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,491,175
2165,FL,2020-05-02,2020-04-26,3976,3847,4108,4308,332,292,2020,18,1,227,197,258,535,308,4308.5,2020-04-26,82913,313,21477737,3.86041602055189,2020-05-02,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,332,40
2166,FL,2020-05-09,2020-05-03,3835,3711,3964,4254,419,246,2020,19,1,221,191,252,482,261,4254.5,2020-05-03,111719,397,21477737,5.20161877389596,2020-05-09,0.968510903778256,3,Statewide stay-at-home order,minor,5/13/20,minor,419,173
2389,GA,2020-01-04,2019-12-29,1827,1742,1915,1793,-34,0,2020,1,1,111,90,133,133,22,1793.5,,,,,,,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,-34,-34
2390,GA,2020-01-11,2020-01-05,1816,1729,1901,1791,-25,0,2020,2,1,109,88,130,125,16,1791.5,,,,,,,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,-25,-25
2391,GA,2020-01-18,2020-01-12,1807,1722,1894.025,1724,-83,0,2020,3,1,106,86,127,116,10,1724.5,,,,,,,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,-83,-83
2392,GA,2020-01-25,2020-01-19,1796,1711,1883,1804,8,0,2020,4,1,111,91,133,128,17,1804.5,,,,,,,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,8,8
2393,GA,2020-02-01,2020-01-26,1784,1703,1870.025,1775,-9,0,2020,5,1,110,89,131.025,94,-16,1775.5,,,,,,,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,-9,-9
2394,GA,2020-02-08,2020-02-02,1771,1686,1860,1741,-30,0,2020,6,1,108,87,130,104,-4,1741.5,,,,,,,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,-30,-30
2395,GA,2020-02-15,2020-02-09,1753,1669,1839,1732,-21,0,2020,7,1,106,85,128,104,-2,1732.5,,,,,,,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,-21,-21
2396,GA,2020-02-22,2020-02-16,1726,1643,1811,1706,-20,0,2020,8,1,100,80,121,101,1,1706.5,,,,,,,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,-20,-20
2397,GA,2020-02-29,2020-02-23,1701,1616,1786,1808,107,0,2020,9,1,102,82,124,96,-6,1808.5,,,,,,,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,107,107
2398,GA,2020-03-07,2020-03-01,1682,1598,1766,1716,34,11,2020,10,1,94,75,115,94,0,1716.5,2020-03-01,4,0,10617423,3.76739252076516e-4,2020-03-07,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,34,23
2399,GA,2020-03-14,2020-03-08,1662,1579,1746,1727,65,5,2020,11,1,93,74,113,106,13,1727.5,2020-03-08,60,1,10617423,0.00565108878114774,2020-03-14,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,65,60
2400,GA,2020-03-21,2020-03-15,1644,1561,1727,1703,59,34,2020,12,1,89,71,109,153,64,1703.5,2020-03-15,2998,13,10617423,0.282366069431349,2020-03-21,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,59,25
2401,GA,2020-03-28,2020-03-22,1623,1541,1705,1785,162,88,2020,13,1,91,72,111,205,114,1785.5,2020-03-22,7987,55,10617423,0.752254101583784,2020-03-28,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,162,74
2402,GA,2020-04-04,2020-03-29,1595,1515,1676,1886,291,188,2020,14,1,93,74,114,314,221,1886.5,2020-03-29,15243,132,10617423,1.43565910485058,2020-04-04,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,291,103
2403,GA,2020-04-11,2020-04-05,1562,1481,1643,1869,307,200,2020,15,1,91,72,111,327,236,1869.5,2020-04-05,25421,227,10617423,2.39427213175928,2020-04-11,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,307,107
2404,GA,2020-04-18,2020-04-12,1525,1446,1605.025,1821,296,217,2020,16,1,86,67,106,311,225,1821.5,2020-04-12,22493,245,10617423,2.11849899923927,2020-04-18,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,296,79
2405,GA,2020-04-25,2020-04-19,1468,1393,1548,1780,312,207,2020,17,1,82,64,101,301,219,1780.5,2020-04-19,44806,231,10617423,4.2200447321351,2020-04-25,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,312,105
2406,GA,2020-05-02,2020-04-26,1373,1300,1449,1611,238,206,2020,18,1,73,56,91,273,200,1611.5,2020-04-26,55786,270,10617423,5.25419397908513,2020-05-02,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,238,32
2407,GA,2020-05-09,2020-05-03,1198,1129,1268,1440,242,130,2020,19,1,64,48,80,195,131,1440.5,2020-05-03,60524,226,10617423,5.70044162316977,2020-05-09,0.850966997811486,1,Statewide shelter-in-place order,minor,5/13/20,minor,242,112
2630,HI,2020-01-04,2019-12-29,237,207,269,240,3,0,2020,1,1,18,10,27,28,10,240.5,,,,,,,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,3,3
2631,HI,2020-01-11,2020-01-05,240,209,271,241,1,0,2020,2,1,18,10,27,18,0,241.5,,,,,,,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,1,1
2632,HI,2020-01-18,2020-01-12,241,210,273,214,-27,0,2020,3,1,16,8,24,23,7,214.5,,,,,,,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-27,-27
2633,HI,2020-01-25,2020-01-19,241,211,273,241,0,0,2020,4,1,18,10,27,12,-6,241.5,,,,,,,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,0,0
2634,HI,2020-02-01,2020-01-26,242,211,275,242,0,0,2020,5,1,18,10,27,19,1,242.5,,,,,,,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,0,0
2635,HI,2020-02-08,2020-02-02,241,209,273,234,-7,0,2020,6,1,17,9,26,19,2,234.5,,,,,,,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-7,-7
2636,HI,2020-02-15,2020-02-09,240,209,271,278,38,0,2020,7,1,20,11,29,25,5,278.5,,,,,,,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,38,38
2637,HI,2020-02-22,2020-02-16,239,209,271,245,6,0,2020,8,1,17,9,26,18,1,245.5,,,,,,,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,6,6
2638,HI,2020-02-29,2020-02-23,236,206,268,237,1,0,2020,9,1,16,9,25,17,1,237.5,,,,,,,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,1,1
2639,HI,2020-03-07,2020-03-01,235,205,267,239,4,0,2020,10,1,16,9,25,23,7,239.5,2020-03-01,0,0,1415872,0,2020-03-07,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,4,4
2640,HI,2020-03-14,2020-03-08,232,202,263,243,11,0,2020,11,1,16,9,25,20,4,243.5,2020-03-08,1,0,1415872,7.0627853365276e-4,2020-03-14,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,11,11
2641,HI,2020-03-21,2020-03-15,230,201,262,211,-19,0,2020,12,1,14,7,22,18,4,211.5,2020-03-15,159,0,1415872,0.112298286850789,2020-03-21,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-19,-19
2642,HI,2020-03-28,2020-03-22,227,198,258,232,5,0,2020,13,1,15,8,24,16,1,232.5,2020-03-22,4316,0,1415872,3.04829815124531,2020-03-28,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,5,5
2643,HI,2020-04-04,2020-03-29,225,195,257,233,8,6,2020,14,1,16,8,24,20,4,233.5,2020-03-29,7801,3,1415872,5.50967884102518,2020-04-04,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,8,2
2644,HI,2020-04-11,2020-04-05,224,194,255,221,-3,2,2020,15,1,15,8,23,18,3,221.5,2020-04-05,5253,5,1415872,3.71008113727795,2020-04-11,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-3,-5
2645,HI,2020-04-18,2020-04-12,221.5,191,253,208,-13.5,1,2020,16,1,14,7,22,10,-4,208.5,2020-04-12,4812,1,1415872,3.39861230393708,2020-04-18,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-13.5,-14.5
2646,HI,2020-04-25,2020-04-19,219,190,250,198,-21,4,2020,17,1,13,6,21,11,-2,198.5,2020-04-19,5697,4,1415872,4.02366880621977,2020-04-25,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-21,-25
2647,HI,2020-05-02,2020-04-26,215,187,246,217,2,1,2020,18,1,14,7,23,19,5,217.5,2020-04-26,3945,3,1415872,2.78626881526014,2020-05-02,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,2,1
2648,HI,2020-05-09,2020-05-03,208,180,238,204,-4,1,2020,19,1,13,6,21,10,-3,204.5,2020-05-03,4277,1,1415872,3.02075328843285,2020-05-09,0.998496755722935,3,Statewide stay-at-home order,moderate,5/13/20,moderate,-4,-5
2871,IA,2020-01-04,2019-12-29,650,599,701,661,11,0,2020,1,1,51,37,65,38,-13,661.5,,,,,,,0.974583113833874,3,,moderate,5/14/20,moderate,11,11
2872,IA,2020-01-11,2020-01-05,657,605,710,647,-10,0,2020,2,1,52,38,67,49,-3,647.5,,,,,,,0.974583113833874,3,,moderate,5/14/20,moderate,-10,-10
2873,IA,2020-01-18,2020-01-12,661,609,713,618,-43,0,2020,3,1,52,38,67,52,0,618.5,,,,,,,0.974583113833874,3,,moderate,5/14/20,moderate,-43,-43
2874,IA,2020-01-25,2020-01-19,664,612,717,640,-24,0,2020,4,1,56,42,72,67,11,640.5,,,,,,,0.974583113833874,3,,moderate,5/14/20,moderate,-24,-24
2875,IA,2020-02-01,2020-01-26,664,612,717,613,-51,0,2020,5,1,56,42,72,56,0,613.5,,,,,,,0.974583113833874,3,,moderate,5/14/20,moderate,-51,-51
2876,IA,2020-02-08,2020-02-02,662,610,714,636,-26,0,2020,6,1,60,45,77,45,-15,636.5,,,,,,,0.974583113833874,3,,moderate,5/14/20,moderate,-26,-26
2877,IA,2020-02-15,2020-02-09,658,606,711,596,-62,0,2020,7,1,57,43,74,43,-14,596.5,,,,,,,0.974583113833874,3,,moderate,5/14/20,moderate,-62,-62
2878,IA,2020-02-22,2020-02-16,652,601,706,641,-11,0,2020,8,1,62,47,79,48,-14,641.5,,,,,,,0.974583113833874,3,,moderate,5/14/20,moderate,-11,-11
2879,IA,2020-02-29,2020-02-23,644,594,695,641,-3,0,2020,9,1,61,45,78,44,-17,641.5,,,,,,,0.974583113833874,3,,moderate,5/14/20,moderate,-3,-3
2880,IA,2020-03-07,2020-03-01,637,587,689,621,-16,0,2020,10,1,58,43,74,55,-3,621.5,2020-03-01,0,0,3155070,0,2020-03-07,0.974583113833874,3,,moderate,5/14/20,moderate,-16,-16
2881,IA,2020-03-14,2020-03-08,628,578,679,630,2,0,2020,11,1,57,42,73,68,11,630.5,2020-03-08,85,0,3155070,0.0269407651811212,2020-03-14,0.974583113833874,3,,moderate,5/14/20,moderate,2,2
2882,IA,2020-03-21,2020-03-15,620,571,670,589,-31,0,2020,12,1,50,36,65,51,1,589.5,2020-03-15,1017,0,3155070,0.32233833163765,2020-03-21,0.974583113833874,3,,moderate,5/14/20,moderate,-31,-31
2883,IA,2020-03-28,2020-03-22,612,563,662,589,-23,10,2020,13,1,48,34,63,61,13,589.5,2020-03-22,3556,3,3155070,1.12707483510667,2020-03-28,0.974583113833874,3,,moderate,5/14/20,moderate,-23,-33
2884,IA,2020-04-04,2020-03-29,605,556,653,600,-5,16,2020,14,1,46,33,61,70,24,600.5,2020-03-29,5567,11,3155070,1.76446164427414,2020-04-04,0.974583113833874,3,,moderate,5/14/20,moderate,-5,-21
2885,IA,2020-04-11,2020-04-05,596,547,646,583,-13,21,2020,15,1,43,30,57,55,12,583.5,2020-04-05,6892,20,3155070,2.18442063092103,2020-04-11,0.974583113833874,3,,moderate,5/14/20,moderate,-13,-34
2886,IA,2020-04-18,2020-04-12,588,539,637,618,30,36,2020,16,1,43,31,57,74,31,618.5,2020-04-12,5815,40,3155070,1.84306528856729,2020-04-18,0.974583113833874,3,,moderate,5/14/20,moderate,30,-6
2887,IA,2020-04-25,2020-04-19,577,529,626,561,-16,50,2020,17,1,38,26,51,78,40,561.5,2020-04-19,11403,38,3155070,3.61418288659206,2020-04-25,0.974583113833874,3,,moderate,5/14/20,moderate,-16,-66
2888,IA,2020-05-02,2020-04-26,561,515,610,622,61,60,2020,18,1,41,29,54,89,48,622.5,2020-04-26,11999,63,3155070,3.80308519303851,2020-05-02,0.974583113833874,3,,moderate,5/14/20,moderate,61,1
2889,IA,2020-05-09,2020-05-03,532,486,580,622,90,76,2020,19,1,39,27,53,108,69,622.5,2020-05-03,25127,77,3155070,7.96400713771802,2020-05-09,0.974583113833874,3,,moderate,5/14/20,moderate,90,14
3112,ID,2020-01-04,2019-12-29,285,252,321,278,-7,0,2020,1,1,17,9,26,21,4,278.5,,,,,,,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-7,-7
3113,ID,2020-01-11,2020-01-05,287,254,322,292,5,0,2020,2,1,18,10,27,19,1,292.5,,,,,,,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,5,5
3114,ID,2020-01-18,2020-01-12,289,256,324,293,4,0,2020,3,1,18,10,28,17,-1,293.5,,,,,,,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,4,4
3115,ID,2020-01-25,2020-01-19,291,257,328,275,-16,0,2020,4,1,18,10,28,17,-1,275.5,,,,,,,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-16,-16
3116,ID,2020-02-01,2020-01-26,293,259,328,249,-44,0,2020,5,1,17,9,26,12,-5,249.5,,,,,,,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-44,-44
3117,ID,2020-02-08,2020-02-02,295,260,330,293,-2,0,2020,6,1,20,12,30,20,0,293.5,,,,,,,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-2,-2
